source,target
rural-rosewood-wallaby,round-white-sidewinder
rural-rosewood-wallaby,strong-misty-ant
rural-rosewood-wallaby,expert-fleece-zebra
loud-seafoam-mink,sticky-emerald-liger
loud-seafoam-mink,rough-marmalade-bird
loud-seafoam-mink,festive-plum-chameleon
loud-seafoam-mink,zesty-bronze-peacock
loud-seafoam-mink,handsome-honeysuckle-mallard
loud-seafoam-mink,brave-strawberry-alpaca
loud-seafoam-mink,mythical-porcelain-tapir
loud-seafoam-mink,festive-jade-raven
loud-seafoam-mink,fun-olive-rabbit
loud-seafoam-mink,mini-plastic-crab
loud-seafoam-mink,joyful-citron-walrus
loud-seafoam-mink,nutty-khaki-porcupine
loud-seafoam-mink,tiny-inky-walrus
loud-seafoam-mink,tame-lavender-mantis
loud-seafoam-mink,alert-mustard-cod
loud-seafoam-mink,curly-pewter-porcupine
loud-seafoam-mink,harsh-alabaster-mole
loud-seafoam-mink,winning-tin-owl
loud-seafoam-mink,best-cherry-sheep
loud-seafoam-mink,fantastic-ocean-monkey
loud-seafoam-mink,clean-coral-rattlesnake
loud-seafoam-mink,obedient-rouge-toad
loud-seafoam-mink,narrow-goldenrod-wombat
loud-seafoam-mink,keen-clay-carp
loud-seafoam-mink,proud-azure-goat
loud-seafoam-mink,bumpy-mango-raccoon
loud-seafoam-mink,exotic-pebble-meerkat
loud-seafoam-mink,soaring-sangria-seal
loud-seafoam-mink,careful-seafoam-panda
loud-seafoam-mink,furry-coal-halibut
loud-seafoam-mink,lone-banana-python
loud-seafoam-mink,wild-ultraviolet-finch
loud-seafoam-mink,fancy-rusty-toad
loud-seafoam-mink,wonderful-crepe-perch
loud-seafoam-mink,melodic-cherry-hamster
loud-seafoam-mink,howling-holographic-gibbon
loud-seafoam-mink,damp-scarlet-squirrel
loud-seafoam-mink,flaky-ocean-gazelle
loud-seafoam-mink,atomic-rusty-gecko
loud-seafoam-mink,rural-lavender-beetle
loud-seafoam-mink,magnificent-tawny-cow
loud-seafoam-mink,radiant-onyx-meerkat
loud-seafoam-mink,boxy-amethyst-albatross
loud-seafoam-mink,cheery-sapphire-flamingo
loud-seafoam-mink,witty-gingham-shell
loud-seafoam-mink,hot-cider-pangolin
loud-seafoam-mink,little-marmalade-mammoth
loud-seafoam-mink,joyous-champagne-hare
loud-seafoam-mink,joyous-dijon-cod
loud-seafoam-mink,passive-bone-viper
loud-seafoam-mink,smooth-caramel-llama
loud-seafoam-mink,bubbly-pastel-ant
loud-seafoam-mink,rough-gauze-barbel
loud-seafoam-mink,dry-sand-cottonmouth
loud-seafoam-mink,virtual-mandarin-eagle
loud-seafoam-mink,brave-blue-oyster
loud-seafoam-mink,fast-aqua-jellyfish
loud-seafoam-mink,stale-jade-skunk
loud-seafoam-mink,dapper-gingham-goat
loud-seafoam-mink,magic-rainbow-wasp
loud-seafoam-mink,breezy-onyx-rattlesnake
loud-seafoam-mink,straight-neon-corgi
loud-seafoam-mink,generous-concrete-walrus
loud-seafoam-mink,rhythmic-shadow-spider
loud-seafoam-mink,bumpy-clay-narwhal
loud-seafoam-mink,energetic-tawny-tapir
loud-seafoam-mink,boxy-wool-bull
loud-seafoam-mink,wonderful-seaweed-vulture
loud-seafoam-mink,slow-coral-caribou
loud-seafoam-mink,calm-bamboo-tarantula
loud-seafoam-mink,winning-satin-opossum
loud-seafoam-mink,warm-blood-jellyfish
loud-seafoam-mink,mean-raspberry-lemur
loud-seafoam-mink,dapper-crepe-loris
fit-myrtle-gibbon,curved-orchid-frog
fit-myrtle-gibbon,proper-silver-swift
sneaky-plum-bird,melted-blue-tarantula
sneaky-plum-bird,active-inky-vulture
sneaky-plum-bird,cheerful-currant-viper
sneaky-plum-bird,clever-fleece-vulture
sneaky-plum-bird,tart-marmalade-opossum
sneaky-plum-bird,salty-bubblegum-chipmunk
acrobatic-golden-parakeet,calm-green-seahorse
acrobatic-golden-parakeet,dandy-pastel-snake
acrobatic-golden-parakeet,rare-raisin-copperhead
steep-cotton-chicken,acidic-lime-haddock
steep-cotton-chicken,rough-marmalade-bird
steep-cotton-chicken,zesty-hazel-pigeon
steep-cotton-chicken,swift-rouge-osprey
steep-cotton-chicken,breezy-grey-poodle
steep-cotton-chicken,lucky-menthol-wasp
steep-cotton-chicken,rapid-ebony-troll
steep-cotton-chicken,radiant-indigo-barracuda
steep-cotton-chicken,spare-turquoise-otter
steep-cotton-chicken,fit-mauve-baboon
steep-cotton-chicken,obedient-rosewood-peacock
steep-cotton-chicken,silly-velvet-mandrill
steep-cotton-chicken,rapid-champagne-worm
steep-cotton-chicken,brilliant-pear-chicken
steep-cotton-chicken,fast-zinc-coyote
steep-cotton-chicken,creamy-eggshell-yeti
steep-cotton-chicken,ambitious-sapphire-boa
upbeat-currant-mouse,stable-burlap-raccoon
upbeat-currant-mouse,melodic-hazelnut-horse
upbeat-currant-mouse,rare-raisin-copperhead
late-mint-gazelle,fierce-cerulean-jellyfish
late-mint-gazelle,cold-chocolate-python
late-mint-gazelle,long-steel-goat
innocent-chili-toad,alert-mustard-cod
innocent-chili-toad,icy-purple-porpoise
innocent-chili-toad,wonderful-pastel-salamander
innocent-chili-toad,shaggy-mossy-unicorn
innocent-chili-toad,cheery-foggy-rabbit
muscular-pastel-squid,ancient-chili-crane
muscular-pastel-squid,overt-chartreuse-weasel
muscular-pastel-squid,short-sangria-crow
amusing-topaz-dalmatian,quick-bamboo-sealion
amusing-topaz-dalmatian,old-honey-lizard
amusing-topaz-dalmatian,chilly-bubblegum-liger
amusing-topaz-dalmatian,pet-chiffon-worm
amusing-topaz-dalmatian,bent-pistachio-walrus
amusing-topaz-dalmatian,acidic-slate-coyote
amusing-topaz-dalmatian,little-spruce-mammoth
proper-carob-giraffe,able-chili-mammoth
proper-carob-giraffe,teeny-orange-hippo
bitter-tortilla-fly,calm-ruby-grasshopper
bitter-tortilla-fly,bumpy-clay-narwhal
bitter-tortilla-fly,lively-aqua-puma
bitter-tortilla-fly,little-neon-porcupine
blurry-velvet-shark,cheery-cloud-guppy
blurry-velvet-shark,beautiful-wintergreen-weasel
blurry-velvet-shark,strong-misty-ant
blurry-velvet-shark,suave-vinyl-albatross
blurry-velvet-shark,amateur-blonde-cuckoo
blurry-velvet-shark,boxy-wool-bull
short-amber-cricket,damp-licorice-cod
short-amber-cricket,oblong-punch-mongoose
short-amber-cricket,jovial-currant-mouse
short-amber-cricket,rhythmic-fleece-porcupine
short-amber-cricket,spare-bronze-toad
short-amber-cricket,joyful-slate-barracuda
short-amber-cricket,long-cherry-mongoose
short-amber-cricket,kind-clear-hamster
short-amber-cricket,wobbly-ebony-caterpillar
short-amber-cricket,elegant-hazel-jay
short-amber-cricket,exotic-fossilized-piranha
short-amber-cricket,rich-oily-whale
short-amber-cricket,sweet-macaroon-penguin
short-amber-cricket,decent-chrome-whale
bright-aquamarine-seal,formal-sandstone-giraffe
bright-aquamarine-seal,tame-carob-cod
bright-aquamarine-seal,zealous-clear-mockingbird
bright-aquamarine-seal,quiet-citron-rooster
soft-clay-tiger,zesty-banana-cod
soft-clay-tiger,old-honey-lizard
soft-clay-tiger,gorgeous-chambray-turtle
soft-clay-tiger,muscular-pink-barbel
soft-clay-tiger,tame-carob-cod
fierce-tan-mongoose,zealous-mango-cobra
fierce-tan-mongoose,unique-brick-guppy
fierce-tan-mongoose,tart-chili-lizard
fierce-tan-mongoose,stale-menthol-otter
cheesy-brick-mustang,great-orange-bobcat
cheesy-brick-mustang,petite-mint-duck
cheesy-brick-mustang,festive-glass-raven
cheesy-brick-mustang,powerful-ginger-snake
cheesy-brick-mustang,bald-yellow-llama
cheesy-brick-mustang,stale-mauve-liger
sweet-citron-stork,decent-tortilla-bee
sweet-citron-stork,merry-latte-kookaburra
sweet-citron-stork,chilly-azure-scorpion
sweet-citron-stork,damp-gingerbread-swallow
sweet-citron-stork,curly-pewter-porcupine
sweet-citron-stork,sweet-lilac-wolf
sweet-citron-stork,electric-white-shrimp
sweet-citron-stork,raspy-inky-donkey
sweet-citron-stork,loud-seafoam-mink
sweet-citron-stork,sparkly-mercurial-panther
crazy-zinc-rook,brave-strawberry-alpaca
crazy-zinc-rook,wonderful-aegean-beaver
crazy-zinc-rook,festive-jade-raven
crazy-zinc-rook,mean-lead-swan
crazy-zinc-rook,loud-bronze-crane
crazy-zinc-rook,proper-boysenberry-koala
crazy-zinc-rook,uneven-bubblegum-orca
crazy-zinc-rook,fantastic-blonde-hamster
crazy-zinc-rook,warm-caramel-hyena
crazy-zinc-rook,immense-burgundy-corgi
crazy-zinc-rook,soaring-mango-raccoon
crazy-zinc-rook,keen-sangria-mole
crazy-zinc-rook,soaring-walnut-corgi
crazy-zinc-rook,lone-hazelnut-bear
crazy-zinc-rook,stale-charcoal-rat
crazy-zinc-rook,breezy-onyx-rattlesnake
crazy-zinc-rook,shaggy-quartz-rook
crazy-zinc-rook,petite-arctic-iguana
crazy-zinc-rook,swift-chocolate-mongoose
salty-scarlet-finch,tame-topaz-swift
salty-scarlet-finch,droll-tin-antelope
salty-scarlet-finch,stale-menthol-piranha
salty-scarlet-finch,noisy-blush-flamingo
salty-scarlet-finch,custom-magenta-mongoose
salty-scarlet-finch,helpful-daffodil-tarantula
salty-scarlet-finch,fit-watermelon-capybara
short-shadow-panda,mythical-pebble-barracuda
short-shadow-panda,formal-sapphire-pike
short-shadow-panda,smooth-plastic-ant
short-shadow-panda,square-garnet-shetland
short-shadow-panda,cheerful-currant-viper
short-shadow-panda,faithful-ceramic-pangolin
short-shadow-panda,bouncy-cinnamon-anteater
short-shadow-panda,slow-viridian-opossum
interesting-tortilla-armadillo,melted-mango-urchin
interesting-tortilla-armadillo,radiant-quartz-bobcat
interesting-tortilla-armadillo,unique-brick-guppy
interesting-tortilla-armadillo,festive-glass-raven
interesting-tortilla-armadillo,elegant-punch-mantis
interesting-tortilla-armadillo,little-oily-platypus
interesting-tortilla-armadillo,furry-rose-bear
interesting-tortilla-armadillo,careful-coal-manatee
nice-iris-gerbil,merry-latte-kookaburra
nice-iris-gerbil,uneven-lipstick-piranha
nice-iris-gerbil,active-boysenberry-cormorant
nice-iris-gerbil,bent-oily-scorpion
nice-iris-gerbil,clean-lava-sheep
nice-iris-gerbil,little-oily-platypus
nice-iris-gerbil,docile-orchid-tuna
nice-iris-gerbil,dazzling-alabaster-bird
nice-iris-gerbil,rapid-boysenberry-raccoon
nice-iris-gerbil,mini-sapphire-gerbil
creamy-fern-coyote,polite-juniper-albatross
creamy-fern-coyote,expert-midnight-gazelle
creamy-fern-coyote,magic-sage-salmon
creamy-fern-coyote,dandy-pastel-snake
creamy-fern-coyote,melted-jetblack-bobcat
creamy-fern-coyote,gentle-tan-yak
creamy-fern-coyote,mysterious-tangerine-goblin
creamy-fern-coyote,calm-bamboo-tarantula
creamy-fern-coyote,colossal-tin-dove
creamy-fern-coyote,square-ultraviolet-frog
creamy-fern-coyote,dry-caramel-blackbird
creamy-fern-coyote,thankful-spruce-shell
creamy-fern-coyote,bald-tortilla-spider
creamy-fern-coyote,sneaky-violet-penguin
creamy-fern-coyote,rough-marmalade-bird
creamy-fern-coyote,sticky-foggy-perch
creamy-fern-coyote,short-turquoise-rhino
creamy-fern-coyote,boxy-navy-jay
creamy-fern-coyote,small-onyx-stallion
creamy-fern-coyote,square-olive-albatross
creamy-fern-coyote,powerful-daisy-rat
creamy-fern-coyote,tiny-inky-walrus
creamy-fern-coyote,elegant-hazel-elk
creamy-fern-coyote,large-hazel-flamingo
creamy-fern-coyote,late-parchment-mantaray
creamy-fern-coyote,sleepy-tan-horse
creamy-fern-coyote,nutty-khaki-porcupine
creamy-fern-coyote,urban-cornflower-panda
creamy-fern-coyote,alert-mustard-cod
creamy-fern-coyote,harsh-alabaster-mole
creamy-fern-coyote,zesty-amethyst-bear
creamy-fern-coyote,gentle-cinnabar-wolverine
creamy-fern-coyote,long-spruce-hawk
creamy-fern-coyote,melted-raspberry-cyborg
creamy-fern-coyote,able-chili-mammoth
creamy-fern-coyote,festive-daisy-mule
creamy-fern-coyote,gentle-grape-puppy
creamy-fern-coyote,noisy-silver-unicorn
creamy-fern-coyote,sweet-lilac-wolf
creamy-fern-coyote,narrow-daisy-elk
creamy-fern-coyote,high-citron-raccoon
creamy-fern-coyote,obedient-rouge-toad
creamy-fern-coyote,blurry-mercurial-sardine
creamy-fern-coyote,exotic-pebble-meerkat
creamy-fern-coyote,kind-garnet-panther
creamy-fern-coyote,warm-metal-koala
creamy-fern-coyote,proud-azure-goat
creamy-fern-coyote,rural-onyx-locust
creamy-fern-coyote,itchy-vinyl-mink
creamy-fern-coyote,atomic-parchment-snail
creamy-fern-coyote,fancy-rusty-toad
creamy-fern-coyote,obedient-hotpink-eagle
creamy-fern-coyote,dazzling-raisin-huskie
creamy-fern-coyote,flaky-brunette-mongoose
creamy-fern-coyote,amusing-boysenberry-walrus
creamy-fern-coyote,little-oily-platypus
creamy-fern-coyote,narrow-vanilla-cricket
creamy-fern-coyote,tame-carob-cod
creamy-fern-coyote,spicy-candy-salamander
creamy-fern-coyote,proud-saffron-coyote
creamy-fern-coyote,howling-holographic-gibbon
creamy-fern-coyote,zesty-parchment-rook
creamy-fern-coyote,mammoth-misty-loris
creamy-fern-coyote,joyous-cloth-kookaburra
creamy-fern-coyote,crazy-zinc-rook
creamy-fern-coyote,rural-lavender-beetle
creamy-fern-coyote,cheery-sapphire-flamingo
creamy-fern-coyote,odd-merlot-fish
creamy-fern-coyote,flat-leather-sparrow
creamy-fern-coyote,abundant-pebble-puma
creamy-fern-coyote,creamy-crimson-hyena
creamy-fern-coyote,wild-lava-raccoon
creamy-fern-coyote,cheerful-midnight-ferret
creamy-fern-coyote,straight-ginger-tadpole
creamy-fern-coyote,bubbly-mauve-butterfly
creamy-fern-coyote,wild-watermelon-shark
creamy-fern-coyote,lone-fleece-ladybug
creamy-fern-coyote,smooth-caramel-llama
creamy-fern-coyote,electric-chiffon-porcupine
creamy-fern-coyote,zealous-frost-sloth
creamy-fern-coyote,clever-fleece-vulture
creamy-fern-coyote,fast-satin-sardine
creamy-fern-coyote,bent-burgundy-lobster
creamy-fern-coyote,quick-bronze-pig
creamy-fern-coyote,smooth-vanilla-tuna
creamy-fern-coyote,square-currant-leopard
creamy-fern-coyote,dapper-gingham-goat
creamy-fern-coyote,mythical-tangerine-cormorant
creamy-fern-coyote,magic-rainbow-wasp
creamy-fern-coyote,little-merlot-gazelle
creamy-fern-coyote,bumpy-clay-narwhal
creamy-fern-coyote,breezy-onyx-rattlesnake
creamy-fern-coyote,wonderful-seaweed-vulture
creamy-fern-coyote,innocent-shamrock-bull
creamy-fern-coyote,sleepy-frost-cougar
creamy-fern-coyote,narrow-indigo-pheasant
creamy-fern-coyote,chilly-shamrock-mammoth
creamy-fern-coyote,quaint-smoke-hyena
deep-sepia-corgi,clever-juniper-caribou
deep-sepia-corgi,amateur-jetblack-lynx
deep-sepia-corgi,obedient-flaxen-narwhal
deep-sepia-corgi,gentle-tan-yak
deep-sepia-corgi,bouncy-ruby-goose
high-blood-squirrel,short-clear-orangutan
high-blood-squirrel,faithful-pebble-whale
high-blood-squirrel,long-onyx-elk
shallow-ivory-crow,real-blue-elk
shallow-ivory-crow,striped-ruby-hornet
high-mango-scorpion,short-turquoise-rhino
high-mango-scorpion,sunny-mercurial-crow
high-mango-scorpion,flaky-licorice-anteater
high-mango-scorpion,crazy-ivory-mantis
high-mango-scorpion,wild-watermelon-shark
kind-boysenberry-seahorse,boxy-navy-jay
kind-boysenberry-seahorse,custom-khaki-bat
kind-boysenberry-seahorse,furry-white-ram
kind-boysenberry-seahorse,spicy-laurel-pheasant
spicy-opaque-sloth,best-iris-bull
spicy-opaque-sloth,wonderful-crepe-perch
spicy-opaque-sloth,polished-latte-rattlesnake
spicy-opaque-sloth,fun-mango-butterfly
spicy-opaque-sloth,rich-oily-whale
cheery-cloud-guppy,festive-plum-chameleon
cheery-cloud-guppy,mythical-pistachio-pangolin
cheery-cloud-guppy,creamy-carob-dachshund
cheery-cloud-guppy,daring-carmine-penguin
cheery-cloud-guppy,clever-coral-orangutan
cheery-cloud-guppy,quaint-midnight-falcon
cheery-cloud-guppy,high-daffodil-narwhal
cheery-cloud-guppy,skinny-cider-scallop
cheery-cloud-guppy,icy-obsidian-peacock
cheery-cloud-guppy,funny-eggshell-crow
cheery-cloud-guppy,skinny-pineapple-donkey
cheery-cloud-guppy,young-latte-duck
cheery-cloud-guppy,long-berry-osprey
cheery-cloud-guppy,scrawny-gingham-alpaca
cheery-cloud-guppy,narrow-frost-sheep
cheery-cloud-guppy,beautiful-blonde-bull
cheery-cloud-guppy,damaged-coral-opossum
cheery-cloud-guppy,flat-bone-wombat
cheery-cloud-guppy,dandy-iron-goblin
cheery-cloud-guppy,skinny-laurel-kookaburra
bent-ceramic-chipmunk,huge-ocean-shrimp
bent-ceramic-chipmunk,best-iris-bull
bent-ceramic-chipmunk,bent-emerald-griffin
bent-ceramic-chipmunk,bent-mulberry-locust
slow-flaxen-locust,brave-carob-ostrich
slow-flaxen-locust,formal-sandstone-giraffe
slow-flaxen-locust,careful-seafoam-panda
slow-flaxen-locust,scruffy-olive-dachshund
slow-flaxen-locust,wobbly-ebony-caterpillar
slow-flaxen-locust,teeny-orange-hippo
high-cloud-elk,abundant-steel-vulture
high-cloud-elk,festive-plum-chameleon
high-cloud-elk,mythical-spruce-dalmatian
high-cloud-elk,swift-bronze-lizard
high-cloud-elk,special-chartreuse-mantaray
high-cloud-elk,silly-lead-stork
high-cloud-elk,fluffy-crepe-tortoise
high-cloud-elk,delightful-aqua-blackbird
high-cloud-elk,tart-fern-hare
high-cloud-elk,steep-lilac-snake
high-cloud-elk,high-citron-raccoon
high-cloud-elk,jovial-currant-mouse
high-cloud-elk,boxy-jetblack-condor
high-cloud-elk,suave-mustard-llama
high-cloud-elk,narrow-goldenrod-wombat
high-cloud-elk,howling-felt-griffin
high-cloud-elk,spare-violet-antelope
high-cloud-elk,straight-gingham-mammoth
high-cloud-elk,dapper-quartz-seahorse
high-cloud-elk,tangy-ash-goldfish
high-cloud-elk,zany-carrot-jay
high-cloud-elk,dizzy-strawberry-cricket
high-cloud-elk,young-cherry-pangolin
high-cloud-elk,short-lemonade-lizard
high-cloud-elk,scrawny-sable-cat
high-cloud-elk,dandy-chambray-chipmunk
high-cloud-elk,little-oily-platypus
high-cloud-elk,odd-cloth-starling
high-cloud-elk,hot-cider-pangolin
high-cloud-elk,young-latte-duck
high-cloud-elk,odd-laurel-lizard
high-cloud-elk,oblong-paisley-dolphin
high-cloud-elk,nice-ocean-kitten
high-cloud-elk,energetic-daffodil-scorpion
high-cloud-elk,short-tweed-yak
high-cloud-elk,acidic-red-mouse
high-cloud-elk,zealous-topaz-manatee
high-cloud-elk,petite-tawny-rhino
high-cloud-elk,hollow-eggshell-goat
high-cloud-elk,recumbent-mauve-cricket
high-cloud-elk,mysterious-tangerine-goblin
high-cloud-elk,powerful-burlap-puppy
high-cloud-elk,zany-concrete-vulture
high-cloud-elk,radiant-peanut-salamander
high-cloud-elk,rich-wintergreen-canary
hidden-pastel-wasp,lone-lipstick-squirrel
hidden-pastel-wasp,vast-fossilized-quail
hidden-pastel-wasp,real-denim-wren
hidden-pastel-wasp,quiet-citron-rooster
